Unternehmen,Monat,Produktion_Budget,Produktion_Kosten,Personal_Budget,Personal_Kosten,IT_Budget,IT_Kosten,Marketing_Budget,Marketing_Kosten,Logistik_Budget,Logistik_Kosten,Sonstiges_Budget,Sonstiges_Kosten,Budget_Gesamt,Ausgaben_Gesamt,Umsatz,Gewinn
Nissan Motor Corporation,04-2019,22400000,21205300,12300000,11837500,7400000,7723100,6300000,6363500,5100000,4847200,3800000,4100800,57300000,56077400,78508360,22430960
Nissan Motor Corporation,05-2019,22100000,21649900,12500000,11815400,7500000,7695900,5900000,6591700,4000000,4736500,4400000,4337600,56400000,56827000,79557800,22730800
Nissan Motor Corporation,06-2019,22400000,20503900,12100000,11313700,7500000,6711900,6500000,6423000,4700000,4668300,4200000,3726800,57400000,53347600,74686640,21339040
Nissan Motor Corporation,07-2019,22300000,19758300,11100000,11143700,7700000,7747100,6100000,6334200,5100000,4175500,3500000,4230900,55800000,53389700,74745580,21355880
Nissan Motor Corporation,08-2019,21600000,21191100,10800000,11204300,7100000,7751100,6200000,6258800,4400000,4759100,4100000,4145700,54200000,55310100,77434140,22124040
Nissan Motor Corporation,09-2019,22400000,20779800,10500000,11581000,7000000,6890100,7100000,6765300,3800000,4507000,4200000,4055100,55000000,54578300,76409620,21831320
Nissan Motor Corporation,10-2019,21900000,20431800,10800000,11564900,6700000,7842100,5900000,6713700,3900000,4122000,4300000,4111800,53500000,54786300,76700820,21914520
Nissan Motor Corporation,11-2019,22100000,21523300,10700000,11241300,7800000,7130600,6100000,6272300,4600000,4401200,3600000,4036400,54900000,54605100,76447140,21842040
Nissan Motor Corporation,12-2019,21900000,21535300,11300000,11365400,7600000,6767200,6900000,6199400,4900000,4009300,3900000,3707100,56500000,53583700,75017180,21433480
Nissan Motor Corporation,01-2020,22200000,21385200,10800000,11305900,7000000,6746200,6100000,6590500,4300000,4520100,4200000,4271200,54600000,54819100,76746740,21927640
Nissan Motor Corporation,02-2020,21500000,20120700,12100000,11646500,6500000,6871400,6000000,6699200,4900000,4757900,3600000,4476100,54600000,54571800,76400520,21828720
Nissan Motor Corporation,03-2020,21700000,20725600,11500000,11667900,6500000,6870800,6400000,6064800,4300000,4120000,4200000,4014500,54600000,53463600,74849040,21385440
Nissan Motor Corporation,04-2020,22000000,20316600,11300000,10974700,7100000,7366500,5900000,6446700,4900000,4338600,3600000,4367400,54800000,53810500,75334700,21524200
Nissan Motor Corporation,05-2020,21900000,19712700,10600000,11904200,6500000,6926800,7000000,6494100,4600000,4320700,3500000,4457200,54100000,53815700,75341980,21526280
Nissan Motor Corporation,06-2020,21900000,19748300,12300000,11775700,6900000,6992400,5800000,6507000,4000000,4628200,3600000,4257300,54500000,53908900,75472460,21563560
Nissan Motor Corporation,07-2020,22200000,21649800,11700000,10905600,6600000,7784600,7000000,6004800,5100000,4348700,4400000,4029900,57000000,54723400,76612760,21889360
Nissan Motor Corporation,08-2020,21900000,20469300,10500000,11718000,6700000,7091000,5800000,5918100,4900000,4002900,4000000,4276800,53800000,53476100,74866540,21390440
Nissan Motor Corporation,09-2020,21900000,19612600,11500000,11325400,7700000,7104300,7000000,6757500,4000000,4519400,4400000,4208700,56500000,53527900,74939060,21411160
Nissan Motor Corporation,10-2020,21700000,20937800,11500000,11014800,7100000,7532700,6600000,6107000,3900000,4301100,4000000,4139700,54800000,54033100,75646340,21613240
Nissan Motor Corporation,11-2020,22000000,21785300,10600000,11306200,7800000,7641600,6600000,6103200,4900000,4271200,3900000,4182600,55800000,55290100,77406140,22116040
Nissan Motor Corporation,12-2020,21600000,20746500,11600000,11575100,7800000,7266300,6700000,6339300,4400000,4628700,4500000,3993900,56600000,54549800,76369720,21819920
Nissan Motor Corporation,01-2021,21700000,21364200,12200000,11092900,7100000,7232700,6600000,6644100,3800000,4443200,3500000,4471500,54900000,55248600,77348040,22099440
Nissan Motor Corporation,02-2021,21500000,20199000,10500000,11573200,7800000,7819900,6900000,6127000,4900000,4389700,4700000,3977500,56300000,54086300,75720820,21634520
Nissan Motor Corporation,03-2021,22200000,21396100,10800000,11041900,7800000,6928600,6300000,6667300,4100000,4527100,4600000,4053500,55800000,54614500,76460300,21845800
Nissan Motor Corporation,04-2021,22000000,21070500,11300000,11194000,7600000,7398800,6200000,6073600,4300000,4213800,4400000,4246900,55800000,54197600,75876640,21679040
Nissan Motor Corporation,05-2021,22000000,20767000,10800000,11028000,7500000,7042900,5800000,6445000,4000000,4096200,3600000,3762700,53700000,53141800,74398520,21256720
Nissan Motor Corporation,06-2021,21600000,20194100,12500000,11323100,8000000,7626100,7000000,6371900,4400000,4592100,3900000,4316000,57400000,54423300,76192620,21769320
Nissan Motor Corporation,07-2021,21700000,19598200,11100000,10986700,8200000,7060000,7100000,6616900,5000000,4589800,4500000,4112400,57600000,52964000,74149600,21185600
Nissan Motor Corporation,08-2021,21600000,20043100,11700000,11245300,7500000,7004700,6100000,6310900,5100000,4044300,3500000,3874900,55500000,52523200,73532480,21009280
Nissan Motor Corporation,09-2021,22500000,21907700,11600000,11643900,7900000,6776500,6100000,6035700,4800000,4833300,4100000,4213000,57000000,55410100,77574140,22164040
Nissan Motor Corporation,10-2021,21500000,21711500,12300000,11306200,6500000,7610500,6100000,5908200,4700000,4749300,4500000,3711200,55600000,54996900,76995660,21998760
Nissan Motor Corporation,11-2021,21700000,20754400,11000000,11233500,6500000,7553100,6600000,6356700,4100000,4163700,4600000,4039000,54500000,54100400,75740560,21640160
Nissan Motor Corporation,12-2021,22300000,20726900,12500000,11003900,7000000,7656800,6100000,6503500,4000000,4550900,3500000,3794200,55400000,54236200,75930680,21694480
Nissan Motor Corporation,01-2022,22500000,19714300,11600000,11264600,8100000,6702400,6900000,6536100,4300000,4099000,4500000,4132200,57900000,52448600,73428040,20979440
Nissan Motor Corporation,02-2022,21900000,20983700,11300000,11931500,7600000,7578200,6000000,6419100,4800000,4609800,4200000,3974200,55800000,55496500,77695100,22198600
Nissan Motor Corporation,03-2022,22300000,21436800,11000000,11397100,7800000,7142800,6400000,6733800,4700000,4823700,4100000,4461500,56300000,55995700,78393980,22398280
Nissan Motor Corporation,04-2022,22400000,20281600,10500000,11860000,6500000,7285200,6100000,6796500,4900000,4460500,4600000,4370300,55000000,55054100,77075740,22021640
Nissan Motor Corporation,05-2022,21800000,21716800,12300000,11423200,6900000,7029400,6200000,6030000,3900000,4619200,3600000,4096900,54700000,54915500,76881700,21966200
Nissan Motor Corporation,06-2022,21900000,19773800,12200000,11739200,8200000,7742000,7100000,6459000,4400000,4700300,3600000,3965900,57400000,54380200,76132280,21752080
Nissan Motor Corporation,07-2022,21600000,21066200,12300000,10958600,6500000,7203000,6200000,6759700,3900000,4540400,4100000,4150300,54600000,54678200,76549480,21871280
Nissan Motor Corporation,08-2022,21800000,19966500,11300000,11749300,7300000,7421000,6700000,6690300,4800000,4474500,4300000,4349500,56200000,54651100,76511540,21860440
Nissan Motor Corporation,09-2022,22300000,20219200,11500000,11591400,6600000,6857700,5900000,6528700,4300000,4358700,4400000,4013100,55000000,53568800,74996320,21427520
Nissan Motor Corporation,10-2022,22100000,21066100,11100000,11375000,7900000,7781400,6800000,6561100,5000000,4681600,3600000,3846900,56500000,55312100,77436940,22124840
Nissan Motor Corporation,11-2022,22400000,19758800,11600000,11455500,7400000,7767500,6900000,5926700,4900000,4800300,4500000,3900500,57700000,53609300,75053020,21443720
Nissan Motor Corporation,12-2022,22100000,20598800,10600000,11275300,8100000,7443300,6700000,6001300,4300000,4744800,4400000,3887800,56200000,53951300,75531820,21580520
Nissan Motor Corporation,01-2023,21700000,21720900,11100000,11403800,7900000,7875200,7000000,5921400,4200000,4615200,3600000,4203200,55500000,55739700,78035580,22295880
Nissan Motor Corporation,02-2023,21700000,20041300,11900000,11210700,8100000,6766900,6100000,6788100,3900000,4498800,4700000,4107000,56400000,53412800,74777920,21365120
Nissan Motor Corporation,03-2023,21600000,21405800,11700000,11198900,6600000,7183200,6000000,6190800,4600000,4782200,4600000,4460500,55100000,55221400,77309960,22088560
Nissan Motor Corporation,04-2023,21700000,20180900,11000000,11653000,7100000,7615700,6900000,6300900,4900000,4466000,4300000,3755100,55900000,53971600,75560240,21588640
Nissan Motor Corporation,05-2023,22000000,21624000,11300000,11777800,7700000,7439100,6800000,6515400,4900000,4274600,3600000,3814000,56300000,55444900,77622860,22177960
Nissan Motor Corporation,06-2023,21500000,20782600,12500000,11144800,6500000,6990000,6800000,6519800,4700000,4322300,4000000,4059100,56000000,53818600,75346040,21527440
Nissan Motor Corporation,07-2023,22100000,21218400,10600000,11362100,7200000,6988300,6800000,5962400,4000000,4822200,4300000,3749600,55000000,54103000,75744200,21641200
Nissan Motor Corporation,08-2023,22400000,21789200,11700000,11039000,7600000,6756700,6300000,6363700,4200000,4134100,3700000,4399000,55900000,54481700,76274380,21792680
Nissan Motor Corporation,09-2023,21500000,21383300,12100000,11666400,7200000,7204300,6800000,6041800,5000000,4188700,4500000,4407500,57100000,54892000,76848800,21956800
Nissan Motor Corporation,10-2023,22400000,21769800,11200000,11047000,7500000,7697500,6200000,6490100,3800000,4274900,4500000,3832700,55600000,55112000,77156800,22044800
Nissan Motor Corporation,11-2023,22300000,20266200,11400000,11291500,7800000,7706100,7100000,6738400,4700000,4260100,4300000,4087700,57600000,54350000,76090000,21740000
Nissan Motor Corporation,12-2023,22200000,19556700,12100000,11222000,6800000,7892700,6900000,6396900,4100000,4391100,3700000,4218600,55800000,53678000,75149200,21471200
Nissan Motor Corporation,01-2024,22300000,20679500,10500000,11778900,6500000,7320000,7100000,6359300,4500000,4087500,4000000,4065000,54900000,54290200,76006280,21716080
Nissan Motor Corporation,02-2024,22000000,19601400,10800000,11563900,7000000,7893100,7100000,6715000,4900000,4650900,4200000,3835300,56000000,54259600,75963440,21703840
Nissan Motor Corporation,03-2024,22400000,20439700,11300000,11974400,8200000,6860500,6500000,6634300,4100000,4694600,4100000,3928800,56600000,54532300,76345220,21812920
Nissan Motor Corporation,04-2024,22300000,20788900,11800000,11252800,8100000,7766900,6900000,6276100,4000000,4680200,4400000,3967200,57500000,54732100,76624940,21892840
Nissan Motor Corporation,05-2024,22300000,21947800,11900000,11050600,7900000,7485900,6300000,6080800,3800000,4562600,4000000,4372700,56200000,55500400,77700560,22200160
Nissan Motor Corporation,06-2024,22200000,20466800,11800000,11991000,7400000,6867500,6000000,6452500,3900000,4532300,4700000,3761900,56000000,54072000,75700800,21628800
Nissan Motor Corporation,07-2024,21700000,20102200,10500000,11908500,7500000,7110700,6200000,5918600,4200000,4042200,4100000,4442500,54200000,53524700,74934580,21409880
Nissan Motor Corporation,08-2024,22200000,21529500,12200000,11172900,8200000,7009700,7100000,6068200,4500000,4882500,3700000,3933500,57900000,54596300,76434820,21838520
Nissan Motor Corporation,09-2024,21800000,20833600,11400000,11021900,7000000,7622400,6800000,5971300,4900000,4354500,4300000,4113200,56200000,53916900,75483660,21566760
Nissan Motor Corporation,10-2024,22100000,21527100,10800000,11582700,7500000,7000800,7100000,6453900,5100000,4040700,3700000,3741300,56300000,54346500,76085100,21738600
Nissan Motor Corporation,11-2024,21700000,21608800,10900000,11859400,8200000,6845600,7100000,6180500,4700000,4352800,4100000,4325200,56700000,55172300,77241220,22068920
Nissan Motor Corporation,12-2024,21500000,21598300,12300000,11877200,7500000,6954900,6300000,6589400,4100000,4275100,4400000,3710400,56100000,55005300,77007420,22002120
Hyundai Motor Company,01-2015,22400000,20785000,10800000,11223400,7400000,7465400,6600000,6196900,4700000,4070900,3600000,4427900,55500000,54169500,75837300,21667800
Hyundai Motor Company,02-2015,22000000,21723400,11900000,11975200,8100000,7735100,6500000,6345900,4800000,4315500,3900000,3808900,57200000,55904000,78265600,22361600
Hyundai Motor Company,03-2015,22200000,19939800,11600000,11035200,6500000,7471700,6400000,6136700,4600000,4246500,4700000,4387600,56000000,53217500,74504500,21287000
Hyundai Motor Company,04-2015,22200000,21463900,11200000,10908300,6500000,6862500,6100000,6001200,5100000,4722800,3900000,4118400,55000000,54077100,75707940,21630840
Hyundai Motor Company,05-2015,22100000,21925600,11500000,11942900,7100000,7581800,6300000,6227800,4000000,4657200,3900000,4212100,54900000,56547400,79166360,22618960
Hyundai Motor Company,06-2015,22300000,20785300,11100000,11791800,7300000,6987600,7100000,6619100,4000000,4284600,4700000,4361800,56500000,54830200,76762280,21932080
Hyundai Motor Company,07-2015,22200000,20779800,10500000,11159600,6500000,7140100,6600000,6456400,4800000,4514900,4300000,3763300,54900000,53814100,75339740,21525640
Hyundai Motor Company,08-2015,22000000,20658300,11800000,11561700,7400000,6943500,6800000,6715800,4200000,4850800,4600000,4404700,56800000,55134800,77188720,22053920
Hyundai Motor Company,09-2015,22500000,20044800,10500000,11732100,7800000,7726800,6700000,6001300,4900000,4888700,4200000,4416500,56600000,54810200,76734280,21924080
Hyundai Motor Company,10-2015,22300000,20697300,11300000,11901500,7200000,7150800,6600000,6670500,3900000,4739600,4200000,4386800,55500000,55546500,77765100,22218600
Hyundai Motor Company,11-2015,22500000,21871900,11300000,11478200,7200000,7171100,7000000,6374100,5000000,4456700,3900000,4148400,56900000,55500400,77700560,22200160
Hyundai Motor Company,12-2015,21900000,20438300,12100000,11137700,6800000,6928900,6000000,6099200,5100000,4649100,4300000,4155300,56200000,53408500,74771900,21363400
Hyundai Motor Company,01-2016,22000000,19969400,11000000,11106200,7100000,7629900,6800000,5995600,4300000,4189800,3700000,4340600,54900000,53231500,74524100,21292600
Hyundai Motor Company,02-2016,21800000,19976100,11600000,11390700,7100000,6841500,7100000,6285500,5100000,4422900,4400000,3750800,57100000,52667500,73734500,21067000
Hyundai Motor Company,03-2016,22000000,20640600,11100000,11866600,7900000,7859400,7100000,6279500,3900000,4840000,3500000,4250600,55500000,55736700,78031380,22294680
Hyundai Motor Company,04-2016,21500000,20262900,12500000,11796700,6700000,6978000,6600000,6128400,3900000,4673500,4100000,4357800,55300000,54197300,75876220,21678920
Hyundai Motor Company,05-2016,22300000,20498600,12100000,11270600,6700000,7342300,5900000,6772900,4000000,4236300,4000000,4200600,55000000,54321300,76049820,21728520
Hyundai Motor Company,06-2016,22300000,20835800,10900000,11177800,7800000,7815700,6400000,6264500,4700000,4294000,3800000,4018800,55900000,54406600,76169240,21762640
Hyundai Motor Company,07-2016,22100000,20489600,11600000,11672900,6500000,7035100,6800000,6221400,5000000,4172200,4000000,4132300,56000000,53723500,75212900,21489400
Hyundai Motor Company,08-2016,22200000,19898600,10700000,11722700,6700000,7507900,7000000,6732900,4200000,4619400,4200000,4063300,55000000,54544800,76362720,21817920
Hyundai Motor Company,09-2016,22000000,19882600,11600000,10914200,7900000,7090900,6000000,5915300,4200000,4375700,4400000,3813100,56100000,51991800,72788520,20796720
Hyundai Motor Company,10-2016,21900000,21421000,12000000,11981800,6800000,7082400,6600000,6420100,4300000,4025000,4500000,4269700,56100000,55200000,77280000,22080000
Hyundai Motor Company,11-2016,21900000,20466600,12000000,10955900,7200000,7576400,6600000,6224800,4400000,4120700,3600000,4262900,55700000,53607300,75050220,21442920
Hyundai Motor Company,12-2016,22300000,21048700,10800000,11638400,7400000,7523100,6000000,6394600,4700000,4250800,3700000,4087400,54900000,54943000,76920200,21977200
Hyundai Motor Company,01-2017,21800000,21865600,12000000,11308800,6800000,7583700,6300000,6621000,4900000,4502000,4400000,3953800,56200000,55834900,78168860,22333960
Hyundai Motor Company,02-2017,22100000,20449800,11200000,10974500,8000000,6919200,6500000,5991100,4300000,4774900,4000000,3936000,56100000,53045500,74263700,21218200
Hyundai Motor Company,03-2017,21500000,21408500,11400000,11861800,7900000,6857800,6700000,6095200,4500000,4542000,3800000,3723900,55800000,54489200,76284880,21795680
Hyundai Motor Company,04-2017,21600000,20804200,11000000,11325300,8100000,7037700,6200000,6009700,4900000,4573400,4300000,3752500,56100000,53502800,74903920,21401120
Hyundai Motor Company,05-2017,22400000,20284900,12000000,11606000,8000000,6964400,7100000,6536300,3900000,4201100,4200000,4031300,57600000,53624000,75073600,21449600
Hyundai Motor Company,06-2017,21900000,20005900,10500000,10952000,7800000,7068900,6100000,5950100,4900000,4176100,4500000,4471700,55700000,52624700,73674580,21049880
Hyundai Motor Company,07-2017,21600000,20368200,11500000,11324200,6700000,7016200,6900000,6626200,4500000,4124300,4500000,3822100,55700000,53281200,74593680,21312480
Hyundai Motor Company,08-2017,21900000,20634000,12400000,11205200,8000000,7816900,6200000,6336900,4400000,4032200,4500000,4093500,57400000,54118700,75766180,21647480
Hyundai Motor Company,09-2017,21500000,21589300,11600000,10913100,7900000,6768800,6800000,6616900,4100000,4706500,4100000,3998100,56000000,54592700,76429780,21837080
Hyundai Motor Company,10-2017,21600000,20334100,10800000,11429500,7500000,6875900,7000000,5990400,5000000,4115600,4400000,4047900,56300000,52793400,73910760,21117360
